,review,rating
95498,"""Giving it a 5 cause I did poop but I almost had to call an ambulance. Took 2 pills as I was backed up for at least 5 days. I woke up in a horrific state, Sweating profusely and on the verge of violent vomiting. I had to strip naked and lie on the bathroom floor and just puke on the floor next to me as I was too weak to get to the toilet. The abdominal pain was reminiscent of labour pains and I had to keep telling myself &quot;you can&#039;t die from taking a laxative&quot;. I passed out praying for the pain to stop. I did get cleared out the next morning but I pulled a muscle in my back during the violent vomiting in the night.""",5
52931,"""I have been on this pill for only two weeks now.  I absolutely can not get full and I want to eat everything.  Before I got back on the pill I had been losing weight and could control my eating, but now I can&#039;t get enough.  I have gained 4lbs in just 2 weeks.  My mood is terrible so far, unhappy and tearful most of the time.  I had taken this birth control years ago but I don&#039;t remember having any problem then.""",5
113132,"""By day 6 Cipro was helping with the symptoms but I started having blurred vision.  Day 7 vision even more blurred and had a headache and pain behind right eye.  Doctor took me off Cipro and put me on Doxycycline.""",5
138702,"""I started Concerta when I was in 7th grade. I am now 14 and I started off with 36mg now I am 54mg at first I had a big boost in my grades! I started getting A&#039;s! This year I have been noticing in school that I have been more anxious, depressed, not hungry during the day, and a little bit socially awkward. I am trying to deal with my side effects. I am going to doctor soon about Concerta. You are not alone""",5
123115,"""I took my second injection this morning. I have thus far no issue with injection. I do not have a lump like most people seem to have. injection goes well and easy for me. My first side effects after first injection came on day 2 I had terrible nausea for about an 1hr then it went away.  I had diarrhea off and on all week and occasional nausea that didn&#039;t last long. Im hoping ill adjust to the med and those side effects of away. I did notice a slight decrease in my appetite. I also noticed if i ate to much i would get sick. No weight loss to report yet, but in the first week of injection I notice a big improvement in my blood sugars. Fasting blood sugar was normally 215 it is now 180&#039;s. Im hoping for more improvement overtime.""",5
10183,"""I do not have sensitive skin. The first time I tried using this product, it drys up my face causing redness and flaky. Now it&#039;s hurts so much I have to discontinue this product. My face is so dry and red now.""",5
87029,"""It was a fine pill, only  a little spotting. But during the off-week, my vagina would burn like crazy for three days. It would wake me up during the night""",5
43178,"""I was recently diagnosed with narcolepsy and started on Provigil.  I started with 100 mg in the morning and then 100 or 150 mg in the afternoon.  The first few days I was a little dizzy at first, a little nauseous, lost my appetite, had a mild headache every night (ibuprofen took care of that), and tense jaw/neck muscles.  It was working great, but once I started classes (i.e., inactivity), I was falling asleep sometimes before my noon dose, and everyday around 6pm or 8pm.  So, my doctor upped it to 200 in the morning and 200 after noon.  For all 3 days of it, I was awake, only crashing around 8pm, but I was having problems with my memory and concentration. Just switched to Ritalin. """,5
136394,"""I just started taking this medicine, and it makes me dizzy.""",5
27420,"""This is without a doubt the worst med I have ever taken.  This isn&#039;t my first colonoscopy, but I&#039;m hoping I won&#039;t have another for awhile.  With the first taste, I thought I wouldn&#039;t be able to finish the first dose.  (I vomited twice while trying to get it down.) It took me almost 10 minutes to finish it.

My second dose will be at midnight.  I am going to actually start it at 11:30pm because I plan to take my time.  I have also chilled it this time and will be adding Sprite instead of water.  (I checked with the digestive specialist, and they said it was alright to do so.) I will be using a straw and have a lemon wedge.  I&#039;m really hoping this helps.  

If I have to have another colonoscopy, I will ask to use something else.  Good luck!""",5
66592,"""I started taking Viibryd almost a month ago. I&#039;m taking the 28th dose tonight. I&#039;ve tried Zoloft, Celexa, Paxil and none have worked as good and fast. I noticed changes in the first week. I felt great. No worries no anxiety or depression. About a week ago I started to feel a tingling that would run through my whole body. It would get more intense, the longer I kept my eyes closed.""",5
6877,"""Was given this after three wisdom teeth were taken out.  Can&#039;t say it made a big difference in the pain though I don&#039;t know what it would have been like without it. It was definitely not enough to stop the pain.  Had to resort to the hydrocodone to withstand the pain. That was better than Toradol.  So overall, not a big fan of the Toradol.""",5
79233,"""Been on topiramate for around 9 months now. I&#039;ve suffered with severe migraines for years and tried everything, started at 25mg, now on 100mg, they are trying to put me up as far as 400mg to find the optimum dose but I told them that I feel like it&#039;s making me sick, my memory has gone seriously bad! I keep feeling freezing cold all the time, I also have a serious stomach condition making my life miserable since taking these tabs, 3 days ago I Googled topiramate and realized why I am ill, now coming off it. It really helped reduce migraine frequency and severity but side effects I cannot cope with right now, such a shame.""",5
